id	name	category	description	alias	xrefs	provided_by	molecular_function	cellular_component	biological_process
ENSG00000136451	VEZF1	biolink:Gene	vascular endothelial zinc finger 1	NCBIGene:7716		STRING			
ENSP00000462337		biolink:Protein			UniProtKB:Q14119	STRING			
ENSG00000120733	KDM3B	biolink:Gene	lysine demethylase 3B	NCBIGene:51780		STRING			
ENSP00000326563		biolink:Protein			UniProtKB:Q7LBC6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000168334	XIRP1	biolink:Gene	xin actin binding repeat containing 1	NCBIGene:165904		STRING			
ENSP00000343140		biolink:Protein			UniProtKB:Q702N8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163939	PBRM1	biolink:Gene	polybromo 1	NCBIGene:55193		STRING			
ENSP00000378307		biolink:Protein			UniProtKB:Q86U86-4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175520	UBQLN3	biolink:Gene	ubiquilin 3	NCBIGene:50613		STRING			
ENSP00000347997		biolink:Protein			UniProtKB:Q9H347	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000089053	ANAPC5	biolink:Gene	anaphase promoting complex subunit 5	NCBIGene:51433		STRING			
ENSP00000261819		biolink:Protein			UniProtKB:Q9UJX4-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000180667	YOD1	biolink:Gene	YOD1 deubiquitinase	NCBIGene:55432		STRING			
ENSP00000326813		biolink:Protein			UniProtKB:Q5VVQ6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000072506	HSD17B10	biolink:Gene	hydroxysteroid 17-beta dehydrogenase 10	NCBIGene:3028		STRING			
ENSP00000168216		biolink:Protein			UniProtKB:Q99714-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000119203	CPSF3	biolink:Gene	cleavage and polyadenylation specific factor 3	NCBIGene:51692		STRING			
ENSP00000238112		biolink:Protein			UniProtKB:Q9UKF6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000104219	ZDHHC2	biolink:Gene	zinc finger DHHC-type palmitoyltransferase 2	NCBIGene:51201		STRING			
ENSP00000262096		biolink:Protein			UniProtKB:Q9UIJ5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000115524	SF3B1	biolink:Gene	splicing factor 3b subunit 1	NCBIGene:23451		STRING			
ENSP00000335321		biolink:Protein			UniProtKB:O75533-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163884	KLF15	biolink:Gene	Kruppel like factor 15	NCBIGene:28999		STRING			
ENSP00000296233		biolink:Protein			UniProtKB:Q9UIH9	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000113645	WWC1	biolink:Gene	WW and C2 domain containing 1	NCBIGene:23286		STRING			
ENSP00000427772		biolink:Protein			UniProtKB:Q8IX03-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000078900	TP73	biolink:Gene	tumor protein p73	NCBIGene:7161		STRING			
ENSP00000367545		biolink:Protein			UniProtKB:O15350-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000140259	MFAP1	biolink:Gene	microfibril associated protein 1	NCBIGene:4236		STRING			
ENSP00000267812		biolink:Protein			UniProtKB:P55081	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000140264	SERF2	biolink:Gene	small EDRK-rich factor 2	NCBIGene:10169		STRING			
ENSP00000387187		biolink:Protein			UniProtKB:P84101-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000132740	IGHMBP2	biolink:Gene	immunoglobulin mu DNA binding protein 2	NCBIGene:3508		STRING			
ENSP00000255078		biolink:Protein			UniProtKB:P38935	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000083097	DOP1A	biolink:Gene	DOP1 leucine zipper like protein A	NCBIGene:23033		STRING			
ENSP00000237163		biolink:Protein			UniProtKB:Q5TA12	STRING		GO:0005575	GO:0006810
ENSG00000169180	XPO6	biolink:Gene	exportin 6	NCBIGene:23214		STRING			
ENSP00000302790		biolink:Protein			UniProtKB:Q96QU8-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000110367	DDX6	biolink:Gene	DEAD-box helicase 6	NCBIGene:1656		STRING			
ENSP00000478754		biolink:Protein			UniProtKB:P26196	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000086827	ZW10	biolink:Gene	zw10 kinetochore protein	NCBIGene:9183		STRING			
ENSP00000200135		biolink:Protein			UniProtKB:O43264-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000181191	PJA1	biolink:Gene	praja ring finger ubiquitin ligase 1	NCBIGene:64219		STRING			
ENSP00000355014		biolink:Protein			UniProtKB:Q8NG27-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164162	ANAPC10	biolink:Gene	anaphase promoting complex subunit 10	NCBIGene:10393		STRING			
ENSP00000478501		biolink:Protein			UniProtKB:Q9UM13	STRING		GO:0005575	GO:0008150
ENSG00000058056	USP13	biolink:Gene	ubiquitin specific peptidase 13	NCBIGene:8975		STRING			
ENSP00000263966		biolink:Protein			UniProtKB:Q92995-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000153879	CEBPG	biolink:Gene	CCAAT enhancer binding protein gamma	NCBIGene:1054		STRING			
ENSP00000284000		biolink:Protein			UniProtKB:P53567	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000167264	DUS2	biolink:Gene	dihydrouridine synthase 2	NCBIGene:54920		STRING			
ENSP00000455229		biolink:Protein			UniProtKB:Q9NX74	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000100490	CDKL1	biolink:Gene	cyclin dependent kinase like 1	NCBIGene:8814		STRING			
ENSP00000379176		biolink:Protein			UniProtKB:Q00532	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136918	WDR38	biolink:Gene	WD repeat domain 38	NCBIGene:401551		STRING			
ENSP00000483312		biolink:Protein			UniProtKB:A0A087X0D8	STRING	GO:0003674		GO:0008150
ENSG00000093009	CDC45	biolink:Gene	cell division cycle 45	NCBIGene:8318		STRING			
ENSP00000405726		biolink:Protein			UniProtKB:O75419-3	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000138496	PARP9	biolink:Gene	poly(ADP-ribose) polymerase family member 9	NCBIGene:83666		STRING			
ENSP00000353512		biolink:Protein			UniProtKB:Q8IXQ6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000174282	ZBTB4	biolink:Gene	zinc finger and BTB domain containing 4	NCBIGene:57659		STRING			
ENSP00000307858		biolink:Protein			UniProtKB:Q9P1Z0	STRING			
ENSG00000131653	TRAF7	biolink:Gene	TNF receptor associated factor 7	NCBIGene:84231		STRING			
ENSP00000318944		biolink:Protein			UniProtKB:Q6Q0C0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000144554	FANCD2	biolink:Gene	FA complementation group D2	NCBIGene:2177		STRING			
ENSP00000287647		biolink:Protein			UniProtKB:Q9BXW9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000112739	PRPF4B	biolink:Gene	pre-mRNA processing factor 4B	NCBIGene:8899		STRING			
ENSP00000337194		biolink:Protein			UniProtKB:Q13523	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000457703		biolink:Protein			UniProtKB:Q96S82	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000124570	SERPINB6	biolink:Gene	serpin family B member 6	NCBIGene:5269		STRING			
ENSP00000484343		biolink:Protein			UniProtKB:A0A087X1N8	STRING		GO:0005575	
ENSG00000103353	UBFD1	biolink:Gene	ubiquitin family domain containing 1	NCBIGene:56061		STRING			
ENSP00000379217		biolink:Protein			UniProtKB:O14562	STRING	GO:0003674		
ENSG00000165732	DDX21	biolink:Gene	DExD-box helicase 21	NCBIGene:9188		STRING			
ENSP00000346120		biolink:Protein			UniProtKB:Q9NR30-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000166012	TAF1D	biolink:Gene	TATA-box binding protein associated factor, RNA polymerase I subunit D	NCBIGene:79101		STRING			
ENSP00000410409		biolink:Protein			UniProtKB:Q9H5J8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188820	CALHM6	biolink:Gene	calcium homeostasis modulator family member 6	NCBIGene:441168		STRING			
ENSP00000357594		biolink:Protein			UniProtKB:Q5R3K3-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000131051	RBM39	biolink:Gene	RNA binding motif protein 39	NCBIGene:9584		STRING			
ENSP00000253363		biolink:Protein			UniProtKB:Q14498-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000025800	KPNA6	biolink:Gene	karyopherin subunit alpha 6	NCBIGene:23633		STRING			
ENSP00000362728		biolink:Protein			UniProtKB:O60684	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000114487	MORC1	biolink:Gene	MORC family CW-type zinc finger 1	NCBIGene:27136		STRING			
ENSP00000232603		biolink:Protein			UniProtKB:Q86VD1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000162607	USP1	biolink:Gene	ubiquitin specific peptidase 1	NCBIGene:7398		STRING			
ENSP00000343526		biolink:Protein			UniProtKB:O94782	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000055070	SZRD1	biolink:Gene	SUZ RNA binding domain containing 1	NCBIGene:26099		STRING			
ENSP00000383866		biolink:Protein			UniProtKB:Q7Z422-1	STRING			
ENSG00000137055	PLAA	biolink:Gene	phospholipase A2 activating protein	NCBIGene:9373		STRING			
ENSP00000380460		biolink:Protein			UniProtKB:Q9Y263	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175556	LONRF3	biolink:Gene	LON peptidase N-terminal domain and ring finger 3	NCBIGene:79836		STRING			
ENSP00000360690		biolink:Protein			UniProtKB:Q496Y0-1	STRING	GO:0003674		
ENSP00000251143		biolink:Protein			UniProtKB:E7EWW0	STRING			
ENSG00000152082	MZT2B	biolink:Gene	mitotic spindle organizing protein 2B	NCBIGene:80097		STRING			
ENSP00000281871		biolink:Protein			UniProtKB:Q6NZ67	STRING	GO:0003674	GO:0005575	
ENSG00000105516	DBP	biolink:Gene	D-box binding PAR bZIP transcription factor	NCBIGene:1628		STRING			
ENSP00000222122		biolink:Protein			UniProtKB:Q10586	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164287	CDC20B	biolink:Gene	cell division cycle 20B	NCBIGene:166979		STRING			
ENSP00000370781		biolink:Protein			UniProtKB:Q86Y33-1	STRING	GO:0003674		GO:0008150
ENSG00000070366	SMG6	biolink:Gene	SMG6 nonsense mediated mRNA decay factor	NCBIGene:23293		STRING			
ENSP00000263073		biolink:Protein			UniProtKB:Q86US8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000127191	TRAF2	biolink:Gene	TNF receptor associated factor 2	NCBIGene:7186		STRING			
ENSP00000247668		biolink:Protein			UniProtKB:Q12933-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000100109	TFIP11	biolink:Gene	tuftelin interacting protein 11	NCBIGene:24144		STRING			
ENSP00000384421		biolink:Protein			UniProtKB:Q9UBB9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000223443	USP17L2	biolink:Gene	ubiquitin specific peptidase 17 like family member 2	NCBIGene:377630		STRING			
ENSP00000333329		biolink:Protein			UniProtKB:Q6R6M4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000157601	MX1	biolink:Gene	MX dynamin like GTPase 1	NCBIGene:4599		STRING			
ENSP00000381601		biolink:Protein			UniProtKB:P20591-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000169679	BUB1	biolink:Gene	BUB1 mitotic checkpoint serine/threonine kinase	NCBIGene:699		STRING			
ENSP00000302530		biolink:Protein			UniProtKB:O43683-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000198879	SFMBT2	biolink:Gene	Scm like with four mbt domains 2	NCBIGene:57713		STRING			
ENSP00000380353		biolink:Protein			UniProtKB:Q5VUG0	STRING			
ENSG00000102007	PLP2	biolink:Gene	proteolipid protein 2	NCBIGene:5355		STRING			
ENSP00000365505		biolink:Protein			UniProtKB:Q04941-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000162654	GBP4	biolink:Gene	guanylate binding protein 4	NCBIGene:115361		STRING			
ENSP00000359490		biolink:Protein			UniProtKB:Q96PP9	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000002746	HECW1	biolink:Gene	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	NCBIGene:23072		STRING			
ENSP00000379228		biolink:Protein			UniProtKB:Q76N89-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000147677	EIF3H	biolink:Gene	eukaryotic translation initiation factor 3 subunit H	NCBIGene:8667		STRING			
ENSP00000429931		biolink:Protein			UniProtKB:O15372	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000055609	KMT2C	biolink:Gene	lysine methyltransferase 2C	NCBIGene:58508		STRING			
ENSP00000262189		biolink:Protein			UniProtKB:Q8NEZ4-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000033178	UBA6	biolink:Gene	ubiquitin like modifier activating enzyme 6	NCBIGene:55236		STRING			
ENSP00000313454		biolink:Protein			UniProtKB:A0AVT1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188342	GTF2F2	biolink:Gene	general transcription factor IIF subunit 2	NCBIGene:2963		STRING			
ENSP00000340823		biolink:Protein			UniProtKB:P13984	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000102554	KLF5	biolink:Gene	Kruppel like factor 5	NCBIGene:688		STRING			
ENSP00000366915		biolink:Protein			UniProtKB:Q13887-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188257	PLA2G2A	biolink:Gene	phospholipase A2 group IIA	NCBIGene:5320		STRING			
ENSP00000383364		biolink:Protein			UniProtKB:P14555	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000165417	GTF2A1	biolink:Gene	general transcription factor IIA subunit 1	NCBIGene:2957		STRING			
ENSP00000452454		biolink:Protein			UniProtKB:P52655-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000158555	GDPD5	biolink:Gene	glycerophosphodiester phosphodiesterase domain containing 5	NCBIGene:81544		STRING			
ENSP00000337972		biolink:Protein			UniProtKB:Q8WTR4-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000113810	SMC4	biolink:Gene	structural maintenance of chromosomes 4	NCBIGene:10051		STRING			
ENSP00000349961		biolink:Protein			UniProtKB:Q9NTJ3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000166439	RNF169	biolink:Gene	ring finger protein 169	NCBIGene:254225		STRING			
ENSP00000299563		biolink:Protein			UniProtKB:Q8NCN4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136014	USP44	biolink:Gene	ubiquitin specific peptidase 44	NCBIGene:84101		STRING			
ENSP00000258499		biolink:Protein			UniProtKB:Q9H0E7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000154124	OTULIN	biolink:Gene	OTU deubiquitinase with linear linkage specificity	NCBIGene:90268		STRING			
ENSP00000284274		biolink:Protein			UniProtKB:Q96BN8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000171823	FBXL14	biolink:Gene	F-box and leucine rich repeat protein 14	NCBIGene:144699		STRING			
ENSP00000344855		biolink:Protein			UniProtKB:Q8N1E6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172977	KAT5	biolink:Gene	lysine acetyltransferase 5	NCBIGene:10524		STRING			
ENSP00000340330		biolink:Protein			UniProtKB:Q92993-3	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000154144	TBRG1	biolink:Gene	transforming growth factor beta regulator 1	NCBIGene:84897		STRING			
ENSP00000409016		biolink:Protein			UniProtKB:Q3YBR2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000153922	CHD1	biolink:Gene	chromodomain helicase DNA binding protein 1	NCBIGene:1105		STRING			
ENSP00000483667		biolink:Protein			UniProtKB:O14646-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000005206	SPPL2B	biolink:Gene	signal peptide peptidase like 2B	NCBIGene:56928		STRING			
ENSP00000478298		biolink:Protein			UniProtKB:Q8TCT7-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000181788	SIAH2	biolink:Gene	siah E3 ubiquitin protein ligase 2	NCBIGene:6478		STRING			
ENSP00000322457		biolink:Protein			UniProtKB:O43255	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000198836	OPA1	biolink:Gene	OPA1 mitochondrial dynamin like GTPase	NCBIGene:4976		STRING			
ENSP00000354681		biolink:Protein			UniProtKB:O60313-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000132792	CTNNBL1	biolink:Gene	catenin beta like 1	NCBIGene:56259		STRING			
ENSP00000355050		biolink:Protein			UniProtKB:Q8WYA6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000134453	RBM17	biolink:Gene	RNA binding motif protein 17	NCBIGene:84991		STRING			
ENSP00000388638		biolink:Protein			UniProtKB:Q96I25	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000111364	DDX55	biolink:Gene	DEAD-box helicase 55	NCBIGene:57696		STRING			
ENSP00000238146		biolink:Protein			UniProtKB:Q8NHQ9-1	STRING	GO:0003674	GO:0005575	
ENSG00000159147	DONSON	biolink:Gene	DNA replication fork stabilization factor DONSON	NCBIGene:29980		STRING			
ENSP00000307143		biolink:Protein			UniProtKB:Q9NYP3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000176953	NFATC2IP	biolink:Gene	nuclear factor of activated T cells 2 interacting protein	NCBIGene:84901		STRING			
ENSP00000324792		biolink:Protein			UniProtKB:Q8NCF5-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000111605	CPSF6	biolink:Gene	cleavage and polyadenylation specific factor 6	NCBIGene:11052		STRING			
ENSP00000266679		biolink:Protein			UniProtKB:Q16630-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000074590	NUAK1	biolink:Gene	NUAK family kinase 1	NCBIGene:9891		STRING			
ENSP00000261402		biolink:Protein			UniProtKB:O60285-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000125676	THOC2	biolink:Gene	THO complex 2	NCBIGene:57187		STRING			
ENSP00000245838		biolink:Protein			UniProtKB:Q8NI27-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163214	DHX57	biolink:Gene	DExH-box helicase 57	NCBIGene:90957		STRING			
ENSP00000405111		biolink:Protein			UniProtKB:Q6P158-1	STRING	GO:0003674		
ENSG00000140090	SLC24A4	biolink:Gene	solute carrier family 24 member 4	NCBIGene:123041		STRING			
ENSP00000431840		biolink:Protein			UniProtKB:Q8NFF2-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000112242	E2F3	biolink:Gene	E2F transcription factor 3	NCBIGene:1871		STRING			
ENSP00000262904		biolink:Protein			UniProtKB:O00716-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000196611	MMP1	biolink:Gene	matrix metallopeptidase 1	NCBIGene:4312		STRING			
ENSP00000322788		biolink:Protein			UniProtKB:P03956	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000055332	EIF2AK2	biolink:Gene	eukaryotic translation initiation factor 2 alpha kinase 2	NCBIGene:5610		STRING			
ENSP00000233057		biolink:Protein			UniProtKB:P19525-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000090061	CCNK	biolink:Gene	cyclin K	NCBIGene:8812		STRING			
ENSP00000374529		biolink:Protein			UniProtKB:O75909-3	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000152683	SLC30A6	biolink:Gene	solute carrier family 30 member 6	NCBIGene:55676		STRING			
ENSP00000368648		biolink:Protein			UniProtKB:Q6NXT4-2	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000150316	CWC15	biolink:Gene	CWC15 spliceosome associated protein homolog	NCBIGene:51503		STRING			
ENSP00000475615		biolink:Protein			UniProtKB:Q9P013	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000248333	CDK11B	biolink:Gene	cyclin dependent kinase 11B	NCBIGene:984		STRING			
ENSP00000464036		biolink:Protein			UniProtKB:P21127-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000141627	DYM	biolink:Gene	dymeclin	NCBIGene:54808		STRING			
ENSP00000269445		biolink:Protein			UniProtKB:Q7RTS9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000119401	TRIM32	biolink:Gene	tripartite motif containing 32	NCBIGene:22954		STRING			
ENSP00000408292		biolink:Protein			UniProtKB:Q13049	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000152484	USP12	biolink:Gene	ubiquitin specific peptidase 12	NCBIGene:219333		STRING			
ENSP00000282344		biolink:Protein			UniProtKB:O75317	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000197063	MAFG	biolink:Gene	MAF bZIP transcription factor G	NCBIGene:4097		STRING			
ENSP00000350369		biolink:Protein			UniProtKB:O15525	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175073	VCPIP1	biolink:Gene	valosin containing protein interacting protein 1	NCBIGene:80124		STRING			
ENSP00000309031		biolink:Protein			UniProtKB:Q96JH7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000187391	MAGI2	biolink:Gene	membrane associated guanylate kinase, WW and PDZ domain containing 2	NCBIGene:9863		STRING			
ENSP00000346151		biolink:Protein			UniProtKB:Q86UL8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000134186	PRPF38B	biolink:Gene	pre-mRNA processing factor 38B	NCBIGene:55119		STRING			
ENSP00000359042		biolink:Protein			UniProtKB:Q5VTL8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000080603	SRCAP	biolink:Gene	Snf2 related CREBBP activator protein	NCBIGene:10847		STRING			
ENSP00000262518		biolink:Protein			UniProtKB:Q6ZRS2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000143157	POGK	biolink:Gene	pogo transposable element derived with KRAB domain	NCBIGene:57645		STRING			
ENSP00000356849		biolink:Protein			UniProtKB:Q9P215	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000123352	SPATS2	biolink:Gene	spermatogenesis associated serine rich 2	NCBIGene:65244		STRING			
ENSP00000448228		biolink:Protein			UniProtKB:Q86XZ4	STRING	GO:0003674	GO:0005575	
ENSG00000231051	USP17L28	biolink:Gene	ubiquitin specific peptidase 17 like family member 28	NCBIGene:728400		STRING			
ENSP00000423777		biolink:Protein			UniProtKB:Q0WX57	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000121067	SPOP	biolink:Gene	speckle type BTB/POZ protein	NCBIGene:8405		STRING			
ENSP00000377001		biolink:Protein			UniProtKB:O43791	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135336	ORC3	biolink:Gene	origin recognition complex subunit 3	NCBIGene:23595		STRING			
ENSP00000257789		biolink:Protein			UniProtKB:Q9UBD5-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000183617	MRPL54	biolink:Gene	mitochondrial ribosomal protein L54	NCBIGene:116541		STRING			
ENSP00000331849		biolink:Protein			UniProtKB:Q6P161	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000160209	PDXK	biolink:Gene	pyridoxal kinase	NCBIGene:8566		STRING			
ENSP00000291565		biolink:Protein			UniProtKB:O00764-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000126261	UBA2	biolink:Gene	ubiquitin like modifier activating enzyme 2	NCBIGene:10054		STRING			
ENSP00000246548		biolink:Protein			UniProtKB:Q9UBT2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163516	ANKZF1	biolink:Gene	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1	NCBIGene:55139		STRING			
ENSP00000321617		biolink:Protein			UniProtKB:Q9H8Y5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000105219	CCNP	biolink:Gene	cyclin P	NCBIGene:79935		STRING			
ENSP00000396755		biolink:Protein			UniProtKB:Q9H8S5-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000107614	TRDMT1	biolink:Gene	tRNA aspartic acid methyltransferase 1	NCBIGene:1787		STRING			
ENSP00000367030		biolink:Protein			UniProtKB:O14717-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136271	DDX56	biolink:Gene	DEAD-box helicase 56	NCBIGene:54606		STRING			
ENSP00000258772		biolink:Protein			UniProtKB:Q9NY93-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000105865	DUS4L	biolink:Gene	dihydrouridine synthase 4 like	NCBIGene:11062		STRING			
ENSP00000265720		biolink:Protein			UniProtKB:O95620-1	STRING	GO:0003674		GO:0008150
ENSG00000031823	RANBP3	biolink:Gene	RAN binding protein 3	NCBIGene:8498		STRING			
ENSP00000341483		biolink:Protein			UniProtKB:Q9H6Z4-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000075131	TIPIN	biolink:Gene	TIMELESS interacting protein	NCBIGene:54962		STRING			
ENSP00000261881		biolink:Protein			UniProtKB:Q9BVW5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000121481	RNF2	biolink:Gene	ring finger protein 2	NCBIGene:6045		STRING			
ENSP00000356480		biolink:Protein			UniProtKB:Q99496-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000073282	TP63	biolink:Gene	tumor protein p63	NCBIGene:8626		STRING			
ENSP00000264731		biolink:Protein			UniProtKB:Q9H3D4-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000076201	PTPN23	biolink:Gene	protein tyrosine phosphatase non-receptor type 23	NCBIGene:25930		STRING			
ENSP00000265562		biolink:Protein			UniProtKB:Q9H3S7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000346280		biolink:Protein			UniProtKB:Q6P1R4	STRING	GO:0003674		GO:0008150
ENSG00000275895	U2AF1L5	biolink:Gene	U2 small nuclear RNA auxiliary factor 1 like 5	NCBIGene:102724594		STRING			
ENSP00000485022		biolink:Protein			UniProtKB:P0DN76	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135114	OASL	biolink:Gene	2'-5'-oligoadenylate synthetase like	NCBIGene:8638		STRING			
ENSP00000257570		biolink:Protein			UniProtKB:Q15646-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000168564	CDKN2AIP	biolink:Gene	CDKN2A interacting protein	NCBIGene:55602		STRING			
ENSP00000427108		biolink:Protein			UniProtKB:Q9NXV6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000011114	BTBD7	biolink:Gene	BTB domain containing 7	NCBIGene:55727		STRING			
ENSP00000335615		biolink:Protein			UniProtKB:Q9P203-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000140450	ARRDC4	biolink:Gene	arrestin domain containing 4	NCBIGene:91947		STRING			
ENSP00000268042		biolink:Protein			UniProtKB:Q8NCT1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000136153	LMO7	biolink:Gene	LIM domain 7	NCBIGene:4008		STRING			
ENSP00000433352		biolink:Protein			UniProtKB:A0A0A0MTE2	STRING	GO:0003674		GO:0008150
ENSG00000197857	ZNF44	biolink:Gene	zinc finger protein 44	NCBIGene:51710		STRING			
ENSP00000348419		biolink:Protein			UniProtKB:P15621-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000102271	KLHL4	biolink:Gene	kelch like family member 4	NCBIGene:56062		STRING			
